time_tick,lac_X_value,lac_Y_value,lac_Z_value
7.854892,-1.561632,0.491955,-0.073190
7.874942,-1.608539,0.443607,-0.009092
7.895022,-1.638525,0.552379,-0.089671
7.915072,-1.691146,0.596098,-0.133296
7.935153,-1.649123,0.549733,-0.101377
7.960208,-1.648567,0.497540,-0.099439
7.975283,-1.606308,0.489269,-0.077648
7.995333,-1.538504,0.537723,-0.065698
8.015414,-1.525089,0.510644,-0.140276
8.040438,-1.594887,0.491279,-0.163694
8.055514,-1.632461,0.502248,-0.145941
8.075595,-1.578632,0.501408,-0.068097
8.095645,-1.549020,0.509614,-0.032140
8.120700,-1.549881,0.522401,-0.168019
8.135775,-1.561381,0.509216,-0.175884
8.155856,-1.536737,0.496763,-0.082943
8.175906,-1.561474,0.498161,-0.070429
8.200961,-1.599581,0.534682,-0.113438
8.216036,-1.583958,0.540832,-0.111933
8.236086,-1.558413,0.520081,-0.146879
8.256166,-1.589449,0.506745,-0.149994
8.286256,-1.609681,0.548902,-0.103403
8.291231,-1.593455,0.549279,-0.073551
8.311311,-1.592934,0.495954,-0.053460
8.336427,-1.585515,0.513021,-0.092103
8.351442,-1.598587,0.540416,-0.134710
8.376527,-1.597169,0.549729,-0.126444
8.391573,-1.672319,0.516379,-0.093505
8.411623,-1.669375,0.494268,-0.078892
8.436739,-1.583769,0.524425,-0.072273
8.451753,-1.572419,0.537032,-0.072431
8.471803,-1.559509,0.530774,-0.148495
8.491884,-1.541363,0.486790,-0.221315
8.517000,-1.504317,0.461497,-0.180614
8.532015,-1.508240,0.473833,-0.045002
8.552065,-1.547605,0.512602,-0.052763
8.572145,-1.592769,0.570916,-0.148397
8.597231,-1.650000,0.532397,-0.146327
8.612276,-1.638132,0.520019,-0.094069
8.632326,-1.676108,0.541937,-0.125993
8.652376,-1.651927,0.536851,-0.071260
8.677492,-1.576042,0.548721,-0.046586
8.692506,-1.596363,0.546179,-0.107559
8.712587,-1.621743,0.534598,-0.158875
8.732637,-1.585496,0.514147,-0.112830
8.757753,-1.515167,0.469970,-0.069184
8.772768,-1.536304,0.506717,-0.123536
8.792818,-1.591339,0.496597,-0.187295
8.812898,-1.552241,0.461621,-0.162565
8.838014,-1.544198,0.485447,-0.085684
8.853029,-1.541234,0.505117,-0.122973
8.873079,-1.547098,0.538272,-0.163898
8.893160,-1.567477,0.524218,-0.081489
8.918245,-1.625807,0.515760,-0.052650
8.933290,-1.631881,0.495102,-0.110128
8.953340,-1.597724,0.475836,-0.109595
8.973390,-1.574302,0.525240,-0.042952
8.998506,-1.544557,0.583287,-0.150351
9.013521,-1.585749,0.602830,-0.214708
9.033601,-1.642922,0.570721,-0.173296
9.053652,-1.659082,0.510622,-0.048336
9.078767,-1.638772,0.485422,0.002281
9.093782,-1.633682,0.572792,-0.115171
9.113832,-1.602539,0.630213,-0.200153
9.133913,-1.674380,0.550751,-0.147404
9.159029,-1.662851,0.561591,-0.116729
9.174043,-1.573430,0.556306,-0.102360
9.194093,-1.525106,0.491866,-0.032375
9.214174,-1.500207,0.396294,-0.020220
9.239262,-1.444452,0.370931,-0.088506
9.254308,-1.411277,0.335912,-0.097408
9.274358,-1.430317,0.394025,-0.070985
9.294408,-1.508480,0.472555,-0.145231
9.314488,-1.552980,0.435099,-0.190077
9.334538,-1.709141,0.515577,-0.144483
9.354619,-1.763411,0.567809,-0.127325
9.374669,-1.740318,0.546311,-0.111321
9.409825,-1.784357,0.592578,-0.047029
9.414800,-1.753838,0.615682,-0.066232
9.434880,-1.762843,0.622000,-0.124049
9.454930,-1.725869,0.659795,-0.192481
9.474980,-1.663577,0.638891,-0.116816
9.495061,-1.559050,0.576555,-0.059018
9.515111,-1.482066,0.502901,-0.098714
9.535191,-1.426302,0.506233,-0.116313
9.555241,-1.426618,0.510808,-0.110774
9.575322,-1.455464,0.490540,-0.045555
9.595372,-1.482979,0.457485,-0.086280
9.615422,-1.531501,0.490340,-0.145863
9.635503,-1.457765,0.433965,-0.169398
9.655553,-1.494125,0.379357,-0.107062
9.675633,-1.529175,0.457891,-0.063526
9.695683,-1.561469,0.470027,-0.127682
